variant,pid,seed,prompt,subset,n_frames,flow_total,flow_global,flow_residual,residual_frac,flow_total_p95,residual_autocorr,zoom_abs,dynamic_degree_score,dynamic_degree,subject_consistency,background_consistency,temporal_flicker,warp_error,sharpness,colorfulness,clip_t,vqascore,vqa_yes,vqa_min_q,warp_error_adj
S-bi-causvid,P23,2,"an astronaut riding a horse on the moon, with the Earth visible in the sky",rare,81,1.5234034195542336,0.850816292129457,1.1032746020704507,0.7242164903219082,1.9406138002872466,0.2866029099274054,0.0022089438876719213,3.9183612763881683,0.0,0.9600702524185181,0.9826107025146484,0.9661946892738342,0.011637138272635638,1040.6970743203867,54.395755767822266,0.2911267876625061,0.544509768486023,0.6876160105069479,0.6195074915885925,-0.0560643616469676
S-bi-causvid,P09,14,a cow chewing cud while resting in a tranquil barn,general,81,1.321814552694559,0.9463151257485152,0.8038552748039365,0.608144815035089,1.819144606590271,0.7282413844453378,0.0011695512192090973,4.292959260940552,0.0,0.9856032729148865,0.994122326374054,0.981738805770874,0.007356892345706001,278.34010072299594,91.20963287353516,0.1987069547176361,0.450423002243042,0.6314181983470917,0.47959578037261963,-0.4661879761582872
S-bi-causvid,P07,1,A tranquil tableau of a picturesque barn was painted a warm shade of red and nestled in a picturesque meadow,general,81,1.801670428365469,1.7468520641326903,0.6826311642304063,0.3788877114234475,2.4930279612541195,0.40119950658267095,0.000587154662116518,5.9130060315132145,0.0,0.993366539478302,0.9947450757026672,0.9680004119873047,0.010306474356912076,985.8256187811136,99.5289077758789,0.283762663602829,0.7971173524856567,0.6776249408721924,0.5949807167053223,-0.23828017314201055
S-bi-causvid,P08,15,"In a still frame, a stop sign",general,81,2.000256087444723,1.3267912514973432,1.0920779679436237,0.5459688031095669,3.8535575747489887,0.6699486669764766,0.0037833451997585144,14.31090921163559,1.0,0.7181927561759949,0.8705571293830872,0.986979067325592,0.009758895113191102,47.49922663460819,120.84309387207031,0.21263138949871063,0.5969536900520325,0.5411156415939331,0.5411156415939331,-0.33266937512759576
S-bi-causvid,P21,3,three children chasing each other around a fountain in a city square,multi,81,1.9958584435284137,1.1908315813168884,1.548691176623106,0.7759520249007246,3.128472697734833,-0.12231693121278742,0.0013755686699369108,5.8476542115211485,0.0,0.9522367715835571,0.9883491396903992,0.9716845154762268,0.015133080666419118,325.8949698141206,70.86536407470703,0.2707481384277344,0.677404522895813,0.7522383729616801,0.6552916765213013,0.10685069024350913
S-bi-causvid,P24,2,a panda playing a violin on a stage under spotlights,rare,81,1.9607796775177122,0.7302807557396591,1.6647849589586259,0.8490419035882139,4.091504478454589,0.8252881486995125,0.0015249776193741126,21.41091811656952,1.0,0.9801298975944519,0.9911676645278931,0.970325231552124,0.015189101622672752,680.0335950886144,72.89188385009766,0.3101891875267029,0.596460223197937,0.6464431484540304,0.5380769371986389,0.1173909617804556
S-bi-causvid,P08,5,"In a still frame, a stop sign",general,81,1.2818666267208756,0.6251788851805031,0.9634490211959928,0.751597903802732,3.5992665410041806,0.6754643793211317,0.001125738613836802,8.76311623454094,0.0,0.8591943979263306,0.8750662803649902,0.9801391363143921,0.012608958850614726,137.46512786879478,144.85763549804688,0.22878560423851013,0.6716364622116089,0.6100301742553711,0.6100301742553711,0.08261221324695978
S-bi-causvid,P04,9,a dog running happily,general,81,1.6020299945026637,0.9922629891894758,1.3519111393019556,0.8438732733268026,3.4706856966018678,0.5923968084045972,0.0016443688135041156,8.947115987539291,0.0,0.9831363558769226,0.9913261532783508,0.9708006978034973,0.014913436589995398,183.99473726583219,73.86687469482422,0.22483865916728973,0.5204697847366333,0.6484251916408539,0.5601831078529358,0.1741446640258557
S-bi-causvid,P05,3,A person is playing guitar,general,81,0.7050194915384054,0.07926014009863139,0.6726125540211797,0.9540326303899207,1.4109761595726011,-0.3908286518832872,0.00015075706156721935,14.858956217765808,1.0,0.9985848665237427,0.9979468584060669,0.9867669939994812,0.00792802731739357,569.5032416080097,83.3856430053711,0.2442798614501953,0.5861388444900513,0.6261352300643921,0.6261352300643921,-0.21197293077462565
S-bi-causvid,P29,3,a full glass of water tipping over on a table and spilling across the surface,physics,81,0.7990884737111628,0.0618006904842332,0.7712018817430362,0.9651007892287581,2.1581370949745176,0.3913138859141746,0.00013548955505484627,12.266576254367829,1.0,0.9662664532661438,0.973930299282074,0.9855314493179321,0.011358603229746222,323.48402787873505,95.20315551757812,0.2391670197248459,0.5638516545295715,0.5884187817573547,0.41796940565109253,0.1163477211116426
S-bi-causvid,P24,0,a panda playing a violin on a stage under spotlights,rare,81,1.1019555162638426,0.47110968246124685,0.9054846103303135,0.8217062987206951,2.385482382774352,0.29689298229158484,0.0006873664902741439,10.951592540740966,0.0,0.9912107586860657,0.9927793741226196,0.9816218614578247,0.00911181615665555,760.4787163324233,73.41841888427734,0.28370147943496704,0.5877959132194519,0.643693745136261,0.512338399887085,-0.19446152396007577
S-bi-causvid,P02,5,a bird soaring gracefully in the sky,general,81,25.503919357061385,19.771631696820258,14.046688222885132,0.5507658440831024,47.71247043609619,-0.06441294550942556,0.021135505991696845,63.680398082733156,1.0,0.9358353018760681,0.9582763910293579,0.9178432822227478,0.04116429626010358,289.55096544909327,48.64093017578125,0.22843575477600098,0.8418613076210022,0.8878675699234009,0.8878675699234009,-0.15955231571460748
S-bi-causvid,P08,2,"In a still frame, a stop sign",general,81,1.536463257111609,0.3938680942868814,1.4227633133530617,0.9259983151366677,3.467534804344177,0.8472331796063505,0.0006457824131302914,16.9153573513031,1.0,0.914118766784668,0.9566203951835632,0.9754332900047302,0.012577457510633393,412.381523438854,108.51905059814453,0.19367727637290955,0.5601237416267395,0.5270714163780212,0.5270714163780212,0.018633551440927043
S-bi-causvid,P07,9,A tranquil tableau of a picturesque barn was painted a warm shade of red and nestled in a picturesque meadow,general,81,0.4973044450394809,0.02781327988486737,0.48701644791290166,0.9793105077991607,1.4978726148605346,0.6295377238762995,8.089421116892481e-05,10.552206838130951,0.0,0.9045916795730591,0.9625234007835388,0.9861945509910583,0.008636856489465572,272.70282187040715,81.98371124267578,0.22659260034561157,0.6956349611282349,0.6637966334819794,0.5443183779716492,-0.0508452479011936
S-bi-causvid,P12,12,a motorcycle turning a corner,general,81,2.9039475098252296,1.489261582493782,2.5692221716046335,0.8847340656736571,4.9377308607101424,-0.04589200893383741,0.0037511965911107836,17.876602554321288,1.0,0.9840252995491028,0.9791210293769836,0.9772189855575562,0.01193168010795489,1159.3477857535233,88.98895263671875,0.21543315052986145,0.5041388273239136,0.6597572267055511,0.5631440281867981,-0.2846943414689376
S-bi-causvid,P22,5,a basketball player dribbling past two defenders and dunking the ball,multi,81,10.45099367722869,7.712808424234391,6.058320698142052,0.5796884301685004,20.453975296020506,0.0749619321890883,0.014439167932141572,25.22208437919617,1.0,0.9215181469917297,0.9289587140083313,0.9455116987228394,0.029954013973474504,264.4011452013582,74.21894836425781,0.228658527135849,0.675270140171051,0.730016827583313,0.6232916712760925,0.01030025653096489
S-bi-causvid,P16,6,a surfer riding a large barreling wave and getting wiped out by the whitewater,fast,81,3.3931576669216157,2.827208637446165,1.7816049091517925,0.5250579427716896,5.879708790779113,0.6735437058534192,0.002592024488512834,8.112774467468261,0.0,0.9438890814781189,0.9853919148445129,0.9767102599143982,0.01212250386015512,527.0826755804204,71.97740936279297,0.23273159563541412,0.6002086400985718,0.6342997153600057,0.3522477149963379,-0.3374455219199346
S-bi-causvid,P10,13,an airplane taking off,general,81,7.434601187705994,2.3488529389724135,7.635192239284516,1.0269806032002926,9.437369680404663,0.12517508827847895,0.0023764437029967665,21.392262601852416,1.0,0.9900294542312622,0.9806279540061951,0.973187267780304,0.025367910077329726,545.7408884895639,49.600486755371094,0.22221451997756958,0.7453685402870178,0.7287026047706604,0.7189652919769287,0.021820235374911956
S-bi-causvid,P21,6,three children chasing each other around a fountain in a city square,multi,81,3.0148435950279238,1.7750070817302912,1.8966182932257651,0.6290932197147623,4.422634840011597,-0.21322853125380514,0.0020547999264749705,13.072046947479247,1.0,0.9268752932548523,0.9633771181106567,0.9630613327026367,0.01759746075840667,127.67062123494331,117.77981567382812,0.2799997329711914,0.5319263935089111,0.5681012868881226,0.4323733448982239,0.08755675896450654
S-bi-causvid,P06,14,A person is reading book,general,81,0.22796606817282736,0.10361879140837119,0.16362036594655366,0.7177368523356589,0.6489320278167724,0.7864631527308837,0.00022156800228003703,3.2771593034267426,0.0,0.9925220608711243,0.9963550567626953,0.9941493272781372,0.004017057677265257,129.74920478285307,92.27124786376953,0.24254904687404633,0.7372527718544006,0.6320565342903137,0.6320565342903137,-0.7009451402311777
S-bi-causvid,P23,6,"an astronaut riding a horse on the moon, with the Earth visible in the sky",rare,81,0.9864409439265728,0.6547631464898587,0.6930287132039666,0.702553979451986,1.3297335624694824,0.4907789320425268,0.0014248186740587697,2.64707989692688,0.0,0.9855336546897888,0.9932615160942078,0.986503005027771,0.0079147236130666,1066.6510000066476,93.95970916748047,0.2982124984264374,0.5347309112548828,0.7001164158185323,0.6608633995056152,-0.30244078621868464
S-bi-causvid,P25,0,a giraffe wearing sunglasses roller-skating down a boardwalk,rare,81,4.864688438177109,3.2936276271939278,4.283263196051121,0.8804802959130194,6.154983663558959,0.17228334328095743,0.006567021328373812,13.870001840591431,1.0,0.98444002866745,0.9913564920425415,0.9737406969070435,0.014351578417699785,269.9094137847416,76.64854431152344,0.22863605618476868,0.5985881090164185,0.6317777832349142,0.5731189250946045,-0.33657093669070104
S-bi-causvid,P15,7,"a cheetah sprinting at full speed across the savanna, dust flying behind it",fast,81,26.00393542051315,21.382699418067933,17.047895634174346,0.6555890369246614,38.10464382171631,-0.38330881999739985,0.019938419642858207,49.509728813171385,1.0,0.9644685983657837,0.9812164306640625,0.9343723654747009,0.04154887089971453,312.74722359666004,41.028079986572266,0.28849008679389954,0.7447012066841125,0.7676370938618978,0.7263150811195374,-0.16111607922054638
S-bi-causvid,P13,7,a bear climbing a tree,general,81,1.2874495899304748,0.2527450183406472,1.1567037429660558,0.8984451535561614,2.770225667953491,0.3573088470131566,0.0004630393837942393,15.227980947494506,1.0,0.9861568808555603,0.9931250810623169,0.9752547740936279,0.011934643803397194,761.0650266766359,67.12323760986328,0.24455003440380096,0.6775736212730408,0.7494134902954102,0.6861845254898071,0.026234265211427577
