variant,pid,seed,prompt,subset,n_frames,flow_total,flow_global,flow_residual,residual_frac,flow_total_p95,residual_autocorr,zoom_abs,dynamic_degree_score,dynamic_degree,subject_consistency,background_consistency,temporal_flicker,warp_error,sharpness,colorfulness,clip_t,vqascore,vqa_yes,vqa_min_q,iqa_musiq,iqa_clipiqa,iqa_maniqa,iqa_topiq_nr
S-bi-causvid,P19,5.0,two dogs playing tug-of-war with a rope toy in a backyard,multi,81.0,5.37057798653841,3.186550546437502,4.451031176745891,0.828780507260501,9.225881719589232,0.6883450449863808,0.010211485922627616,27.530733919143678,1.0,0.9749779105186462,0.9815999865531921,0.9341931343078613,0.023711448756512255,146.01849081369323,69.02690887451172,0.2530183792114258,0.6235562562942505,0.5121341645717621,0.42445051670074463,70.66769409179688,0.4741482734680176,0.4257166087627411,0.5725091099739075
S-bi-causvid,P06,1.0,A person is reading book,general,81.0,1.3893383081071078,0.1344500441220589,1.3340657234657556,0.9602159211080992,4.940502500534056,0.7579838852321771,0.0002706992591924973,28.708400917053222,1.0,0.9757475852966309,0.9958069920539856,0.975418210029602,0.01896376480872277,285.8331838346303,79.33860778808594,0.2291225790977478,0.7686379551887512,0.6851752996444702,0.6851752996444702,59.38902282714844,0.4844122529029846,0.3454993963241577,0.4783785939216614
S-bi-causvid,P28,3.0,"two cats sitting side by side on a windowsill, one black and one white, watching birds outside",count,81.0,0.22077588888350874,0.05805208762176335,0.18777086408808827,0.8505005439548708,0.6257773965597152,0.8039132941791488,0.00012071281150838331,2.7787042915821076,0.0,0.9963183403015137,0.9978594779968262,0.9927579164505005,0.00424732253595721,393.6237324918804,76.52880096435547,0.2843725085258484,0.6758854389190674,0.5369468728701273,0.446708619594574,73.96852111816406,0.5388450026512146,0.5701491832733154,0.6996432542800903
S-bi-causvid,P11,2.0,A person is sweeping floor,general,81.0,1.1595902489498258,0.1376047260593623,1.1069289250299335,0.9545854420964409,2.8358764290809626,0.4913784466390356,0.00018299099195928648,18.718280601501466,1.0,0.8742964863777161,0.9653121829032898,0.9747223258018494,0.015126888547092677,372.00604966846805,77.39256286621094,0.2220762073993683,0.8399264812469482,0.6516459286212921,0.4851202368736267,76.17919158935547,0.46956315636634827,0.4762914776802063,0.6617752313613892
S-bi-causvid,P12,4.0,a motorcycle turning a corner,general,81.0,11.176920565962792,8.512835893034936,7.102505074441433,0.6354616548505426,33.04776439666747,0.7580012648015888,0.0018772510869894178,23.594762802124023,1.0,0.9463513493537903,0.9772729277610779,0.951417863368988,0.022670498548541217,889.8244943153177,59.96306228637695,0.21818605065345764,0.7683804631233215,0.8011120855808258,0.7866727709770203,75.65355682373047,0.516865611076355,0.4980621933937073,0.7264295220375061
S-bi-causvid,P01,6.0,a person drinking coffee in a cafe,general,81.0,0.7246104158461094,0.4155430983752012,0.48131022704765203,0.6642321891736123,1.0947564244270325,0.7227040046013915,0.0004438884145201882,4.966037976741791,0.0,0.8624593615531921,0.942906379699707,0.9879313707351685,0.005923576792702079,123.95283907288302,89.18899536132812,0.24970412254333496,0.4418243169784546,0.5959049463272095,0.5263733863830566,71.96791076660156,0.39776378870010376,0.42620497941970825,0.6631059646606445
S-bi-causvid,P19,2.0,two dogs playing tug-of-war with a rope toy in a backyard,multi,81.0,2.276635167747736,1.0413733454886824,1.7584843076765537,0.7724046259952959,3.9309623360633847,0.5555210377072217,0.002004251909602317,12.44732744693756,1.0,0.9791970252990723,0.9864100813865662,0.9637685418128967,0.014401376794558019,162.0745145448144,75.17357635498047,0.26786816120147705,0.680970311164856,0.5530416071414948,0.49478209018707275,73.86404418945312,0.51364666223526,0.47679972648620605,0.5852054357528687
S-bi-causvid,P13,1.0,a bear climbing a tree,general,81.0,1.1822226379066705,0.6713736798614264,0.8940039121545851,0.7562054111331865,2.3399526000022886,0.3834342459857701,0.001344194484227046,3.9709238350391387,0.0,0.9905508160591125,0.9944364428520203,0.9685633182525635,0.013757829437963665,1379.3718551120419,75.12643432617188,0.25968265533447266,0.6798211336135864,0.7528502345085144,0.7029739618301392,75.95382690429688,0.6311467885971069,0.4170711040496826,0.6544275879859924
S-bi-causvid,P02,6.0,a bird soaring gracefully in the sky,general,81.0,4.094865982234478,3.454932655394077,1.9353329628705978,0.4726241343777495,5.399240779876709,0.3272476616663435,0.004508572015038226,6.295619177818298,0.0,0.9398394823074341,0.9823595285415649,0.9802094101905823,0.009873040963429957,333.42580153183115,81.65015411376953,0.24881385266780853,0.7593770027160645,0.8192083239555359,0.8192083239555359,74.92557525634766,0.7274699211120605,0.5985972881317139,0.7340271472930908
S-bi-causvid,P03,3.0,a boat sailing smoothly on a calm lake,general,81.0,2.6298256143927574,1.7171169199049472,1.9522405371069909,0.7423457221181765,4.102136874198914,-0.5384526058216182,0.003407824644818902,5.217636513710022,0.0,0.9845420718193054,0.9924885034561157,0.9740200042724609,0.011993821104988455,738.6302787846498,70.26559448242188,0.21906186640262604,0.6199884414672852,0.7740335464477539,0.7440932393074036,74.0160903930664,0.5774926543235779,0.49279266595840454,0.6958793997764587
S-bi-causvid,P01,0.0,a person drinking coffee in a cafe,general,81.0,0.8020630753599107,0.1098997820459772,0.7636996389366686,0.9521678658827515,1.8043416380882258,0.5415056356416815,0.0001979402518372808,6.532062578201294,0.0,0.9827024340629578,0.98712158203125,0.9869728088378906,0.007320388712105341,85.77712973592843,80.73760986328125,0.23593270778656006,0.5051895380020142,0.5913583338260651,0.526747465133667,69.62506103515625,0.45975053310394287,0.46355292201042175,0.5772929787635803
S-bi-causvid,P05,4.0,A person is playing guitar,general,81.0,0.8784382361918688,0.17893749908544124,0.7718776097521186,0.8786920915535301,1.5454587161540985,-0.36593005146407104,0.00026180305840171056,15.806173419952392,1.0,0.9982771873474121,0.9970330595970154,0.9801282286643982,0.011836794373812154,1845.005971697871,100.8261489868164,0.24112719297409058,0.7524828910827637,0.6355798840522766,0.6355798840522766,78.85221862792969,0.6565560102462769,0.5447072982788086,0.6644855737686157
S-bi-causvid,P12,5.0,a motorcycle turning a corner,general,81.0,30.457210886478425,24.244138497114182,19.487935149669646,0.6398463267848025,87.88525009155273,0.6304732739998142,0.045236768363974986,79.33360109329223,1.0,0.8991183638572693,0.9630260467529297,0.9419765472412109,0.033185622398741545,483.79728241978,57.11598205566406,0.22055009007453918,0.7292109131813049,0.7371467053890228,0.6881092190742493,72.24102783203125,0.3812515139579773,0.4008890390396118,0.6402507424354553
S-bi-causvid,P03,5.0,a boat sailing smoothly on a calm lake,general,81.0,16.455448985099792,12.48720736503601,10.828038454055786,0.6580214132011243,21.876549530029298,0.3691370406455934,0.03044316127197817,28.175447130203246,1.0,0.9607559442520142,0.9801859855651855,0.956568717956543,0.028973259753547607,1316.6024012274806,42.05257797241211,0.23780891299247742,0.7005637884140015,0.7654902637004852,0.7358588576316833,73.68344116210938,0.5909651517868042,0.4801892042160034,0.6604146957397461
S-bi-causvid,P07,5.0,A tranquil tableau of a picturesque barn was painted a warm shade of red and nestled in a picturesque meadow,general,81.0,3.9839660570025446,2.7867650654166938,2.9629164323210717,0.7437100733835659,5.812736988067627,0.55277604715902,0.002561688418427366,14.303790998458862,1.0,0.9845613837242126,0.9867132306098938,0.9766848087310791,0.009746531106065959,318.9104447830976,85.09648132324219,0.2973663806915283,0.698528528213501,0.6771143078804016,0.6157479286193848,67.63490295410156,0.3579320013523102,0.4440598487854004,0.6273921132087708
S-bi-causvid,P27,5.0,five yellow rubber ducks floating down a small stream,count,81.0,4.589961904287338,2.874897560477257,3.860398490726948,0.841052220078091,7.96943085193634,-0.2081167179610563,0.005409378043623292,15.16296157836914,1.0,0.9832920432090759,0.9898108839988708,0.9680256247520447,0.02287781082559377,693.571280800762,68.76297760009766,0.25567638874053955,0.7304491996765137,0.6302977403004965,0.6080706119537354,72.70233917236328,0.5421638488769531,0.48169803619384766,0.7110946774482727
S-bi-causvid,P27,1.0,five yellow rubber ducks floating down a small stream,count,81.0,1.20112476721406,0.7407344426959753,1.008484536409378,0.839616103439774,1.5606076776981352,0.021184627622982222,0.001875052208197303,5.016966772079468,0.0,0.9925042986869812,0.9951933026313782,0.982243001461029,0.01324301835265942,718.1450541617802,86.39704132080078,0.26131367683410645,0.7568753361701965,0.6231799920399984,0.6065678000450134,75.74867248535156,0.5935795307159424,0.5892061591148376,0.722736120223999
S-bi-causvid,P09,7.0,a cow chewing cud while resting in a tranquil barn,general,81.0,0.3970640255138278,0.09844056206638925,0.3676330151502043,0.9258760946634961,0.8262181013822554,0.6155165696845099,0.0002109698493200085,4.088765943050385,0.0,0.9940071105957031,0.9937934279441833,0.9893795251846313,0.006105901795672252,162.41431038779862,74.02001953125,0.19206875562667847,0.4159046411514282,0.5826735198497772,0.3842085003852844,74.48089599609375,0.5104643702507019,0.5048354268074036,0.6116226315498352
S-bi-causvid,P14,2.0,A tranquil tableau of a bunch of grapes,general,81.0,0.7933042210061103,0.10836617371533067,0.7524317224975675,0.9484769576371817,2.43604439496994,0.7267649965495182,0.00029267430876416255,11.928712689876557,1.0,0.9915735125541687,0.9981672167778015,0.9877216219902039,0.007833085471065714,112.68820436786116,102.6101303100586,0.27110475301742554,0.7739824056625366,0.7512784004211426,0.7512784004211426,72.87425994873047,0.6636519432067871,0.5310165882110596,0.6461288928985596
S-bi-causvid,P03,1.0,a boat sailing smoothly on a calm lake,general,81.0,5.990918180346489,4.180509985983372,4.984276860952377,0.8319719747352874,8.214785718917847,0.39285056204269436,0.0066106237383792175,12.653732752799987,1.0,0.9893730282783508,0.988197922706604,0.9637032151222229,0.028972859680652618,1716.3935917623708,48.1080207824707,0.20835354924201965,0.6548395752906799,0.7735043168067932,0.7276496887207031,75.22416687011719,0.651219367980957,0.5568978786468506,0.7118473052978516
S-bi-causvid,P03,7.0,a boat sailing smoothly on a calm lake,general,81.0,3.6001326248049734,2.7304214254021644,2.704831410944462,0.751314171315235,4.485171604156494,-0.1559333867223636,0.006754475805792026,7.977824282646179,0.0,0.9872338175773621,0.995265007019043,0.9627685546875,0.019007846841122954,2108.5305201049464,48.50662612915039,0.23201970756053925,0.7340364456176758,0.7499326169490814,0.7315672039985657,76.54549407958984,0.6829732060432434,0.6005561351776123,0.722409188747406
S-bi-causvid,P10,4.0,an airplane taking off,general,81.0,13.514668428897858,10.056875324249267,9.899132552742959,0.7324731548058477,18.431564807891846,0.9542770154677294,0.007325358581147157,28.46311469078064,1.0,0.9819328188896179,0.9696840643882751,0.962026059627533,0.032764976657927034,695.2873991858559,56.6522216796875,0.22570696473121643,0.7072488069534302,0.7159530520439148,0.6972273588180542,76.63819885253906,0.6203107833862305,0.5185160040855408,0.6997708082199097
S-bi-causvid,P24,3.0,a panda playing a violin on a stage under spotlights,rare,81.0,1.6866910038515925,0.6050042421557009,1.3679060703143477,0.8109993212695079,3.636670398712158,0.677230072021107,0.0012984490662574899,17.126987302303313,1.0,0.990433394908905,0.9944881796836853,0.9792577028274536,0.011248540092492477,899.698598909479,71.72315979003906,0.2901208698749542,0.5119757652282715,0.5843130350112915,0.42096859216690063,75.9234390258789,0.7975925207138062,0.5076854228973389,0.7125458717346191
S-bi-causvid,P02,2.0,a bird soaring gracefully in the sky,general,81.0,3.7106796391308308,1.5209398042410611,3.0023858174681664,0.8091199727097583,6.302931451797485,0.8047462775050842,0.002210877669858746,21.668090438842775,1.0,0.9532627463340759,0.9692916870117188,0.9610236287117004,0.02050510890549049,734.4969232102318,59.326072692871094,0.22234520316123962,0.7564326524734497,0.8199485540390015,0.8199485540390015,77.74824523925781,0.8175294995307922,0.5548964738845825,0.7670987844467163
S-bi-causvid,P10,0.0,an airplane taking off,general,81.0,19.43468691110611,15.15223183631897,14.993971502780914,0.7715056486300708,26.019058227539062,0.7689263550154022,0.016041313839377836,38.919001770019534,1.0,0.9884584546089172,0.9881342053413391,0.9688374996185303,0.033827738766558466,583.8814331171042,48.315757751464844,0.22263264656066895,0.7409435510635376,0.7530519068241119,0.7449566721916199,76.65033721923828,0.5391464233398438,0.5057954788208008,0.7011440992355347
S-bi-causvid,P20,2.0,a chef tossing vegetables in a flaming wok while a second cook plates dishes beside him,multi,81.0,1.0333282243460418,0.23275543665513396,0.9259234365075827,0.8960585016779793,2.0461945652961733,0.461071325866018,0.00045304869599931407,10.03538646697998,0.0,0.9765545129776001,0.9819254279136658,0.9770097732543945,0.015459026588359848,324.5136170472227,77.53404998779297,0.2954966723918915,0.6763004064559937,0.7000271479288737,0.6390488147735596,74.22693634033203,0.45270484685897827,0.4355785846710205,0.6309480667114258
S-bi-causvid,P16,3.0,a surfer riding a large barreling wave and getting wiped out by the whitewater,fast,81.0,3.210570477694273,2.779052247107029,1.4711732745170594,0.45822785281005723,4.463883709907532,0.4114476038696187,0.0044484179321443666,7.291786646842956,0.0,0.9414023756980896,0.9863740801811218,0.974222719669342,0.013333219609921797,504.2750927890216,67.48832702636719,0.22802051901817322,0.5650988817214966,0.603164921204249,0.30725935101509094,73.83881378173828,0.5641413927078247,0.4690397381782532,0.6278167963027954
S-bi-causvid,P28,1.0,"two cats sitting side by side on a windowsill, one black and one white, watching birds outside",count,81.0,0.5277337515726686,0.12775996287818997,0.46832034084945917,0.8874161488396352,0.9150490015745161,0.5138449197392067,0.0003018806654949913,4.301793485879898,0.0,0.9942752122879028,0.9956651926040649,0.9886103868484497,0.0059535237611271444,623.2747891835568,82.510009765625,0.27134382724761963,0.7288209795951843,0.5954838196436564,0.5057671666145325,73.49081420898438,0.5831460952758789,0.5291439294815063,0.7062188386917114
S-bi-causvid,P00,0.0,a horse taking a peaceful walk,general,81.0,4.150140418112278,1.8481695599853993,3.849323979020119,0.9275163400988422,5.646108031272888,0.6061519140818367,0.00138370494796618,8.932548117637634,0.0,0.9917503595352173,0.9922205805778503,0.968800961971283,0.014127181825460865,428.7594968743754,78.5763931274414,0.21104124188423157,0.584979772567749,0.7507020235061646,0.6828924417495728,76.1574478149414,0.620243489742279,0.49763303995132446,0.7060366272926331
S-bi-causvid,P04,3.0,a dog running happily,general,81.0,1.7963621564209462,1.0718193333595991,1.5309623613953591,0.8522566029719911,2.5220168948173516,-0.5269327988554684,0.002060347830411047,5.111637985706329,0.0,0.9901551604270935,0.9946765303611755,0.9845057129859924,0.006925845425575972,117.52362036288386,83.30947875976562,0.2225607931613922,0.4745628833770752,0.5878592729568481,0.5030012130737305,71.23526000976562,0.4543536901473999,0.43290868401527405,0.5932773351669312
