variant,pid,seed,prompt,subset,n_frames,flow_total,flow_global,flow_residual,residual_frac,flow_total_p95,residual_autocorr,zoom_abs,dynamic_degree_score,dynamic_degree,subject_consistency,background_consistency,temporal_flicker,warp_error,sharpness,colorfulness,clip_t,vqascore,vqa_yes,vqa_min_q,iqa_musiq,iqa_clipiqa,iqa_maniqa,iqa_topiq_nr
T-nocfg,P13,1.0,a bear climbing a tree,general,81.0,2.2835133537650107,1.9049884539097548,0.7665188373997808,0.3356750686221702,3.9597568988800047,0.7235561619885907,0.0036103702088439603,3.8639923572540282,0.0,0.8919904828071594,0.9360471963882446,0.9694360494613647,0.015935860725585373,195.1018335613688,17.790250778198242,0.2350257933139801,0.5783206224441528,0.6485356092453003,0.630969762802124,51.407073974609375,0.3656328320503235,0.25273004174232483,0.4098305106163025
T-nocfg,P03,3.0,a boat sailing smoothly on a calm lake,general,81.0,1.9278257451951504,1.1794183187186718,1.244386126846075,0.6454864940262607,2.783353531360626,-0.5818868092916091,0.007047671489272034,4.497331058979034,0.0,0.9654967188835144,0.9638670086860657,0.9836776256561279,0.006360070902155712,156.2052894518791,12.956452369689941,0.19857211410999298,0.6287709474563599,0.7561714351177216,0.6980993747711182,55.14350891113281,0.328436940908432,0.2607539892196655,0.3919107913970947
T-nocfg,P01,0.0,a person drinking coffee in a cafe,general,81.0,0.5954183286055923,0.4982900404371321,0.21683739479631187,0.36417594185953217,1.4277858614921568,-0.1765260024884859,0.0010030169213905537,1.4461153984069823,0.0,0.9712474942207336,0.9772449731826782,0.986890435218811,0.006711013993481174,170.2584295982579,5.534148216247559,0.14989981055259705,0.5472704172134399,0.5798543095588684,0.5676021575927734,28.115764617919922,0.3526948094367981,0.41119810938835144,0.3359869122505188
T-nocfg,P27,1.0,five yellow rubber ducks floating down a small stream,count,81.0,2.79119441062212,1.7227030272595585,2.0058921054005623,0.7186498293050274,3.8200119376182555,0.0873421632397343,0.004860073980489687,6.893054187297821,0.0,0.9206514358520508,0.9685393571853638,0.9805642366409302,0.01066608919063583,164.03997167040026,26.0791015625,0.2537512183189392,0.7490127682685852,0.6852408250172933,0.6702523231506348,55.60856246948242,0.52871173620224,0.3508273661136627,0.4520697593688965
T-nocfg,P14,2.0,A tranquil tableau of a bunch of grapes,general,81.0,1.4660667713731528,0.5648167215287685,1.1334994470700621,0.7731562409344832,5.480392003059386,0.7510277981324643,0.0009461894987907726,13.775380843877793,1.0,0.8454582095146179,0.9405307173728943,0.9734866619110107,0.014192647236632184,462.9525110347129,14.422318458557129,0.21173997223377228,0.7219483256340027,0.761959433555603,0.761959433555603,47.52195739746094,0.4740130305290222,0.3234596252441406,0.4809614419937134
T-nocfg,P03,1.0,a boat sailing smoothly on a calm lake,general,81.0,4.136533257365227,2.797451463341713,2.746219500899315,0.6638938130415785,5.746622371673584,0.14365989283085345,0.007408297498477623,10.51036515235901,0.0,0.9234579205513,0.9501590728759766,0.9801819324493408,0.00948846129467711,205.683341221502,15.2079439163208,0.19437122344970703,0.5456559062004089,0.6802794635295868,0.5572744607925415,62.55062484741211,0.4426088035106659,0.3777332901954651,0.511084258556366
T-nocfg,P24,3.0,a panda playing a violin on a stage under spotlights,rare,81.0,1.497699585556984,0.8979875680059195,1.0087721586227416,0.6735472819806548,2.373045039176941,-0.3602943416401461,0.005407391869812273,3.56841761469841,0.0,0.9264406561851501,0.9408090710639954,0.9869993329048157,0.0065369159099645914,101.45142190528061,33.119842529296875,0.20738330483436584,0.6696064472198486,0.7108580470085144,0.6577707529067993,61.257774353027344,0.4946396052837372,0.3212539553642273,0.506502628326416
T-nocfg,P02,2.0,a bird soaring gracefully in the sky,general,81.0,2.427822107076645,1.4236754916608334,1.4336703669279813,0.5905168143218933,4.473341631889343,0.6952028060571371,0.0033777442084101496,22.048128294944764,1.0,0.7952256202697754,0.9091817140579224,0.9690467119216919,0.014613157883286477,523.5528053585816,8.069679260253906,0.18823447823524475,0.6027655005455017,0.6485675573348999,0.6485675573348999,45.860801696777344,0.43445831537246704,0.4045447111129761,0.4130978286266327
T-nocfg,P10,0.0,an airplane taking off,general,81.0,1.9379564512521028,1.3066256111022085,1.2516745406202971,0.6458730762182615,3.685092592239377,-0.07907631042730887,0.0023451007883522833,7.860276281833649,0.0,0.963046669960022,0.9849247336387634,0.9867212176322937,0.006897868443047628,146.53686202117896,4.54858922958374,0.18534314632415771,0.48351114988327026,0.4821321964263916,0.462429404258728,21.711715698242188,0.476029634475708,0.48588138818740845,0.4598473608493805
T-nocfg,P20,2.0,a chef tossing vegetables in a flaming wok while a second cook plates dishes beside him,multi,81.0,1.1463033962063491,0.8324768703663722,0.5906089917756617,0.5152287592460256,3.6235775113105766,0.8869233811485846,0.0009803589484818076,3.4817446947097777,0.0,0.9221435785293579,0.9316369891166687,0.9788317084312439,0.011404941766522824,305.0932510707793,29.52880859375,0.23097991943359375,0.7002031803131104,0.7090687354405721,0.6545079946517944,24.977800369262695,0.1964520514011383,0.10140882432460785,0.22078800201416016
T-nocfg,P16,3.0,a surfer riding a large barreling wave and getting wiped out by the whitewater,fast,81.0,1.615351537615061,0.9581531722098588,1.115196885727346,0.6903736860895054,2.9238873839378354,-0.5733085209831317,0.0023989051547687267,5.244690388441086,0.0,0.8520311713218689,0.9444634318351746,0.9840465784072876,0.0074753484281245616,181.78089425997237,19.64286994934082,0.18769998848438263,0.6071831583976746,0.5753761827945709,0.4972718060016632,37.75242614746094,0.41765594482421875,0.4566550850868225,0.4607565104961395
